"Warszawa","Krakow","Lodz","Wroclaw","Poznan","Gdansk","Szczecin","Bydgoszcz","Lublin","Bialystok","Katowice","Gdynia","Czestochowa","Radom","Torun","Rzeszow","Sosnowiec","Kielce","Gliwice","Olsztyn","Zabrze","Bielsko-Biala","Bytom","Zielona Gora","Rybnik","Ruda Slaska","Opole","Tychy","Gorzow Wielkopolski","Elblag","Dabrowa Gornicza","Plock","Walbrzych","Wloclawek","Tarnow","Chorzow","Koszalin","Kalisz","Legnica","Grudziadz","Jaworzno","Slupsk","Jastrzebie-Zdroj","Nowy Sacz","Jelenia Gora","Siedlce","Myslowice","Konin","Piotrkow Trybunalski","Suwalki","Siemianowice Slaskie","Leszno","Zory","Zamosc","Lomza","Chelm","Przemysl","Biala Podlaska","Piekary Slaskie","Ostroleka","Swietochlowice","Skierniewice","Tarnobrzeg","Krosno","Swinoujscie","Sopot"
316.7059,83.543,201.9226,213.2785,410.5618,520.7529,595.331,403.8113,411.1279,503.4719,18.0621,539.0818,69.6186,226.8511,359.1333,252.4153,8.8619,146.3837,48.2883,468.6506,36.4762,73.8418,30.9465,383.8026,78.7751,33.8433,131.135,37.6328,486.8446,567.8981,0,301.4742,271.0461,307.6784,166.1361,22.8187,616.4378,228.7731,273.7005,412.2128,25.7591,637.5631,87.9933,194.266,307.9113,406.4553,23.7248,320.5509,156.8001,598.1097,19.3458,318.3165,70.9692,402.8263,454.5798,494.2637,331.173,475.5946,30.1826,429.8195,27.1326,256.6734,258.3322,254.0489,688.3549,538.5831
108.9743,379.7825,122.2554,340.1136,228.78,274.0861,491.2412,157.1444,299.1863,273.5543,304.7097,292.4149,228.4402,182.6091,112.4664,456.8945,303.2658,260.1127,319.7061,178.4535,305.0872,360.6007,294.6977,373.1167,353.712,305.9322,322.2074,324.3917,382.7548,245.2263,301.4742,0,413.8726,49.3323,462.5041,300.3526,369.7323,167.3393,416.5271,165.5073,322.1271,390.8576,363.1949,490.634,450.7379,221.1602,315.2769,128.2055,155.2437,366.1612,301.0202,299.099,346.1707,391.6528,196.5247,375.2978,532.0486,290.2995,292.311,161.3797,301.4647,92.6364,308.7025,550.417,583.6202,291.8776
428.8544,327.0409,295.5624,75.9594,254.3363,561.3022,384.8837,384.758,594.941,615.6203,251.451,579.631,304.1921,480.4579,434.1209,495.9133,263.7615,419.1396,221.0792,580.7991,231.1266,306.0557,238.0384,173.3553,246.0542,240.1987,154.7164,269.8467,276.3972,608.4473,271.0461,413.8726,0,419.1706,410.8881,253.832,534.3106,196.0368,71.3009,468.4793,275.4424,600.0358,275.4804,439.018,55.2378,517.9474,261.2057,252.9069,321.8044,709.6019,258.0329,173.5898,258.4563,647.5783,566.072,672.0851,575.925,587.0868,249.3709,541.3116,247.7033,368.1655,503.0842,498.8009,476.2821,578.8499
209.1354,385.9867,128.4596,346.3178,198.3325,225.7164,460.7937,108.7748,375.222,395.9013,310.9139,244.0452,234.6445,260.7389,64.0968,554.8591,309.47,262.4897,325.9104,190.2259,311.2914,366.8049,300.9019,342.6692,359.9162,312.1364,328.4116,330.5959,352.3073,272.8616,307.6784,49.3323,419.1706,0,475.6179,313.4664,320.8865,134.4053,429.6409,116.6615,335.2409,342.0118,376.3086,503.7477,463.8517,304.238,328.3906,88.7155,168.3574,495.8924,314.134,268.1088,359.2845,474.7306,352.3625,458.3756,640.6548,373.3773,305.4248,327.6021,314.5785,154.456,375.31,563.5307,552.63,243.0318
283.3488,83.3883,362.7025,353.1744,537.5696,681.5328,735.2269,564.5911,246.0878,477.9151,162.0647,699.8616,230.3985,187.9122,519.9131,87.3753,158.1283,106.6644,188.1842,494.5469,182.194,204.2821,179.9775,523.6985,218.6709,173.7391,271.0309,168.0731,626.7404,728.678,166.1361,462.5041,410.8881,475.6179,0,166.4739,776.9866,389.3218,411.9358,572.7616,140.0264,798.1119,226.2286,66.795,446.1466,365.995,152.5871,481.0997,317.3489,571.0792,167.5163,456.5519,209.2045,238.3906,427.5493,329.828,166.7373,376.7713,178.0596,402.7889,170.7878,417.2222,91.3212,82.879,826.5902,699.1319
315.3343,84.2334,200.551,196.1183,380.5135,519.3813,578.1708,402.4396,411.8183,502.1002,6.2506,537.7101,68.247,246.4803,357.7617,253.1058,15.5341,166.0128,25.8947,467.279,16.9326,63.0493,14.0652,366.6424,61.6149,9.6423,113.9748,26.8403,469.6843,566.5265,22.8187,300.3526,253.832,313.4664,166.4739,0,614.9744,227.3097,256.3529,410.7494,31.9457,636.0998,67.1462,195.5213,290.5637,404.9919,17.709,319.0875,155.3367,596.6463,8.5423,300.969,50.1221,404.0817,453.1164,495.519,332.4284,474.1312,13.1374,428.3561,6.853,255.21,259.5875,255.3043,671.0073,537.1198
517.8948,694.7461,437.219,417.5205,243.6204,195.5422,173.8468,192.7696,683.9814,627.4669,619.6733,184.9406,543.4038,569.4983,235.7028,863.6185,618.2294,571.2491,587.0981,366.3547,620.0508,675.5643,609.6613,370.1688,612.0731,606.2175,520.7352,639.3553,259.9446,259.612,616.4378,369.7323,534.3106,320.8865,776.9866,614.9744,0,405.193,463.007,218.9627,636.7051,66.9415,639.4452,805.212,525.6536,605.7022,629.8549,364.4743,469.8216,574.3602,615.5982,314.7854,622.4211,776.1949,521.395,759.8398,942.119,674.8415,606.889,497.6759,616.0427,455.9203,676.7742,864.9949,165.9991,181.3002
250.4671,307.0814,123.0248,123.184,145.6667,341.3449,408.1279,228.5097,416.5537,437.233,232.0086,359.6737,222.2173,302.0706,179.7252,475.9537,230.5647,250.0625,290.7967,343.0811,232.386,287.8996,221.9966,290.0034,281.0109,233.2311,159.2011,251.6906,299.6415,388.4901,228.7731,167.3393,196.0368,134.4053,389.3218,227.3097,405.193,0,197.8526,232.4915,249.418,457.8418,290.4857,417.9249,232.0634,338.9084,242.5678,58.4464,148.7397,530.5628,228.3111,120.4413,273.4616,509.4011,387.0329,493.0461,554.8319,408.0477,219.6019,362.2726,228.7556,189.1265,355.6922,477.7078,500.0313,358.8618
431.5088,329.6954,298.2169,78.6139,182.2181,489.1839,322.1996,312.6397,597.5955,618.2748,254.1055,507.5127,306.8466,483.1124,362.0027,498.5677,266.416,421.7941,223.7337,583.4535,233.781,308.7102,240.6929,110.6712,248.7087,242.8532,157.3709,272.5012,213.7132,536.3291,273.7005,416.5271,71.3009,429.6409,411.9358,256.3529,463.007,197.8526,0,396.8316,277.1827,538.6288,277.2207,440.7583,60.4651,519.6878,262.946,281.763,323.5448,711.3422,259.7733,99.6438,260.1966,649.3187,567.8123,673.8254,577.6654,588.8271,251.1113,543.052,249.4436,369.9059,504.8246,500.5413,414.875,507.2023
313.6698,490.5211,232.994,393.6616,220.0166,123.4135,334.1473,77.1363,479.7564,500.4357,415.4483,141.7423,339.1789,365.2733,64.2477,659.3935,414.0044,367.0241,430.4448,135.3146,415.8258,471.3393,405.4363,364.3533,464.4506,416.6708,432.946,435.1303,373.9914,170.5586,412.2128,165.5073,468.4793,116.6615,572.7616,410.7494,218.9627,232.4915,396.8316,0,432.4046,240.8681,473.4724,600.9115,458.989,401.4017,425.5544,173.0198,265.5212,337.1788,411.2978,291.6264,456.4483,571.8944,449.5262,555.5393,737.8185,470.541,402.5885,225.6452,411.7423,251.6198,472.4737,660.6945,425.9249,141.8881
337.1089,57.786,222.3256,217.7287,402.1239,541.1559,599.7811,424.2142,385.3709,523.8748,26.619,559.4847,90.0215,248.6664,379.5362,226.6584,17.2715,168.199,52.7385,489.0536,46.7483,66.25,44.5318,388.2527,83.2252,38.2934,135.5851,30.041,491.2947,588.301,25.7591,322.1271,275.4424,335.2409,140.0264,31.9457,636.7051,249.418,277.1827,432.4046,0,658.2165,91.3402,168.8476,311.2583,427.1086,13.062,341.2042,177.4535,618.763,32.6279,321.6635,74.3161,377.408,475.2332,468.8453,305.7547,496.2479,43.1712,450.4728,35.8995,277.3267,232.9139,228.6306,691.7018,559.2365
539.0201,715.8715,458.3444,448.9084,275.0083,127.4409,239.5721,208.0441,705.1068,559.3656,640.7986,116.8393,564.5292,590.6236,289.598,884.7438,639.3548,592.3744,655.7951,298.2534,641.1761,696.6897,630.7867,435.894,689.801,642.0212,552.1232,660.4807,325.6699,191.5107,637.5631,390.8576,600.0358,342.0118,798.1119,636.0998,66.9415,457.8418,538.6288,240.8681,658.2165,0,696.8842,824.3233,513.4424,624.8135,648.9662,396.4316,488.933,506.2108,634.7096,346.0798,679.8601,795.3062,453.2456,778.9511,961.2303,693.9528,626.0003,429.5265,635.1541,475.0316,695.8855,884.1063,231.5699,113.1507
378.1766,143.9881,263.3933,217.7667,402.1619,582.2236,599.8192,465.2819,471.573,564.9425,68.3982,600.5524,131.0892,316.5543,420.6039,312.8605,80.7087,236.0868,53.1535,530.1213,54.6936,52.5121,74.7696,388.2908,20.4316,57.1459,135.6232,46.6229,491.3327,629.3688,87.9933,363.1949,275.4804,376.3086,226.2286,67.1462,639.4452,290.4857,277.2207,473.4724,91.3402,696.8842,0,254.9829,308.9905,466.8752,77.1707,380.9708,217.22,658.5296,73.9979,319.3958,13.8283,463.5433,514.9997,554.9806,391.89,536.0145,75.9613,490.2394,63.82,317.0933,319.0492,314.7659,689.4341,599.0031
362.3835,111.5182,390.8324,381.3043,565.6995,709.6627,763.3568,592.721,315.7216,556.9499,190.1946,727.9915,258.5284,266.9469,548.043,157.0091,186.2581,172.5948,216.3141,657.5604,210.3239,232.412,208.1074,551.8283,246.8008,201.869,299.1608,196.203,654.8703,756.8079,194.266,490.634,439.018,503.7477,66.795,195.5213,805.212,417.9249,440.7583,600.9115,168.8476,824.3233,254.9829,0,474.6067,435.9541,181.0471,509.5597,345.8089,649.8191,195.9764,485.0119,237.6645,308.3498,506.2892,399.7871,236.6965,446.7304,206.5196,481.5288,199.2479,445.6822,163.8557,95.9979,855.0502,727.5919
465.7196,363.9062,332.4276,112.8247,244.8647,551.8305,384.8462,375.2863,631.8063,652.4856,288.3163,570.1593,341.0574,517.3232,424.6493,532.7785,300.6268,456.0049,257.9445,617.6643,267.9918,342.921,274.9037,173.3178,282.9195,277.064,191.5817,306.712,276.3598,598.9757,307.9113,450.7379,55.2378,463.8517,446.1466,290.5637,525.6536,232.0634,60.4651,458.989,311.2583,513.4424,308.9905,474.6067,0,555.271,298.5292,290.2304,359.128,746.9254,295.3565,161.75,295.7798,684.9019,603.3955,709.4086,613.2486,624.4103,286.6945,578.6351,285.0268,405.4891,540.4077,536.1245,476.9812,569.3085
96.2112,372.3794,218.3721,445.0947,399.8216,510.1529,662.2828,393.2112,118.8425,170.0565,409.6908,528.4817,333.4213,185.9873,348.5333,289.7401,408.2469,263.491,424.6872,305.8885,410.0683,465.5818,399.6788,544.1582,458.6931,410.9133,427.1885,429.3728,553.7963,372.6613,406.4553,221.1602,517.9474,304.238,365.995,404.9919,605.7022,338.9084,519.6878,401.4017,427.1086,624.8135,466.8752,435.9541,555.271,0,419.4343,310.808,227.0584,273.0374,405.1776,471.1143,450.3281,204.1446,135.9838,187.7896,364.6043,68.4884,396.4684,128.2902,405.6221,177.6869,267.9126,348.447,755.6355,529.2158
330.2586,70.3467,215.4753,203.492,387.8872,534.3056,585.5445,417.3639,397.9315,517.0245,12.3823,552.6344,83.1713,242.6932,372.6859,239.219,10.2942,162.2257,38.5018,482.2033,32.5116,58.2025,30.2951,374.0161,68.9885,24.0567,121.3485,21.9935,477.058,581.4508,23.7248,315.2769,261.2057,328.3906,152.5871,17.709,629.8549,242.5678,262.946,425.5544,13.062,648.9662,77.1707,181.0471,298.5292,419.4343,0,337.623,173.8723,615.1819,18.77,307.8056,60.4582,389.2178,471.652,480.6551,317.5644,492.6667,29.3133,446.8916,22.0416,273.7455,244.7236,240.4404,677.8439,555.6553
221.6324,398.8592,115.8505,180.0541,104.948,281.771,367.4092,116.1062,387.719,408.3983,323.7864,300.0998,247.517,273.2359,105.0281,567.7316,322.3425,275.3622,338.7828,303.9474,324.1639,379.6774,313.7744,249.2846,372.7887,325.0089,216.0712,343.4684,258.9227,328.9162,320.5509,128.2055,252.9069,88.7155,481.0997,319.0875,364.4743,58.4464,281.763,173.0198,341.2042,396.4316,380.9708,509.5597,290.2304,310.808,337.623,0,173.6363,501.031,319.4129,175.9627,364.5634,479.8693,357.5011,463.5142,645.9337,378.5159,310.7037,332.7408,319.8574,159.5947,398.2624,568.8096,460.484,298.8902
136.7767,235.1084,55.4421,248.9517,264.0813,374.2724,526.5425,257.3307,303.9695,356.9913,160.0356,392.6012,83.7662,111.697,212.6527,403.9808,158.5917,101.5166,175.0321,322.1701,160.4131,215.9266,150.0236,408.4179,209.0379,161.2581,177.5333,179.7176,418.056,421.4176,156.8001,155.2437,321.8044,168.3574,317.3489,155.3367,469.8216,148.7397,323.5448,265.5212,177.4535,488.933,217.22,345.8089,359.128,227.0584,173.8723,173.6363,0,451.7375,155.054,334.485,200.2045,397.7476,308.2076,381.3926,481.5748,296.3942,146.3448,283.4473,155.4985,87.7397,206.9917,404.4507,619.0063,392.211
291.3337,578.8019,410.0266,636.7491,591.476,382.8816,853.9372,413.5762,441.7934,128.7953,601.3452,409.879,525.0758,392.4097,372.1752,599.5017,599.9013,469.9134,616.3417,194.996,601.7227,657.2362,591.3332,735.8126,650.3475,602.5677,618.8429,621.0272,745.4507,318.4135,598.1097,366.1612,709.6019,495.8924,571.0792,596.6463,574.3602,530.5628,711.3422,337.1788,618.763,506.2108,658.5296,649.8191,746.9254,273.0374,615.1819,501.031,451.7375,0,592.1919,658.1286,637.3424,530.2651,143.1023,513.9101,670.6608,276.2319,583.4827,174.816,592.6364,364.7012,573.9691,654.5035,942.6498,391.2582
316.002,85.2759,201.2187,200.3192,409.8578,520.049,582.3717,403.1073,412.8608,502.7679,7.8897,538.3778,68.9146,243.0074,358.4293,254.1482,12.0612,162.5399,42.4826,467.9467,25.3487,64.0917,15.0674,370.8433,65.8158,20.884,118.1757,27.8827,473.8853,567.1941,19.3458,301.0202,258.0329,314.134,167.5163,8.5423,615.5982,228.3111,259.7733,411.2978,32.6279,634.7096,73.9979,195.9764,295.3565,405.1776,18.77,319.4129,155.054,592.1919,0,306.0823,58.7349,404.8427,453.9091,496.28,333.1894,474.9239,13.93,429.1487,13.5212,256.0026,260.3486,256.0653,676.1206,537.9124
381.9387,374.3114,276.1567,98.7722,77.5021,384.4679,320.1871,207.9237,548.0253,568.7046,298.7215,402.7967,285.2409,433.5422,257.2867,543.1838,311.032,435.6685,268.3497,425.565,278.397,353.3262,285.3089,110.3638,293.3247,287.4692,201.9869,317.1172,211.7007,431.6131,318.3165,299.099,173.5898,268.1088,456.5519,300.969,314.7854,120.4413,99.6438,291.6264,321.6635,346.0798,319.3958,485.0119,161.75,471.1143,307.8056,175.9627,334.485,658.1286,306.0823,0,303.3341,641.5554,519.1872,625.2004,620.8029,540.202,294.2488,494.4269,292.5811,321.2808,547.962,543.6788,412.4096,401.6284
361.1525,126.964,246.3692,200.7426,385.1378,565.1995,582.7951,448.2578,454.5489,547.9184,51.3741,583.5283,114.0651,299.5302,403.5798,295.8364,63.6846,219.0627,36.1293,513.0972,37.6695,54.8909,57.7455,371.2667,15.9027,40.1218,118.5991,35.4647,474.3086,612.3447,70.9692,346.1707,258.4563,359.2845,209.2045,50.1221,622.4211,273.4616,260.1966,456.4483,74.3161,679.8601,13.8283,237.6645,295.7798,450.3281,60.4582,364.5634,200.2045,637.3424,58.7349,303.3341,0,448.0524,499.5088,539.4897,376.3991,520.5236,60.4704,474.7484,48.3291,301.6024,303.5583,299.275,673.9431,583.5121
263.7401,320.0785,388.8648,589.8646,570.3143,680.6456,832.7755,563.7039,88.5346,332.2082,398.755,698.9744,467.0887,205.4531,519.0259,162.1357,394.8185,226.3459,424.8744,473.4175,418.8843,440.9723,416.6677,714.6509,455.3612,410.4294,507.7211,404.7633,724.289,540.1902,402.8263,391.6528,647.5783,474.7306,238.3906,404.0817,776.1949,509.4011,649.3187,571.8944,377.408,795.3062,463.5433,308.3498,684.9019,204.1446,389.2178,479.8693,397.7476,530.2651,404.8427,641.5554,448.0524,0,390.9471,56.93,146.8583,215.0377,415.653,366.1867,408.3812,347.2815,139.3275,219.8619,925.2301,698.8103
147.8038,435.272,266.4967,493.2192,447.9461,329.9164,710.4073,441.3358,298.2635,80.4236,457.8153,356.9138,381.5459,248.8798,396.6578,455.9718,456.3714,326.3835,472.8118,146.819,458.1928,513.7063,447.8033,592.2827,506.8176,459.0378,475.313,477.4973,601.9208,265.4483,454.5798,196.5247,566.072,352.3625,427.5493,453.1164,521.395,387.0329,567.8123,449.5262,475.2332,453.2456,514.9997,506.2892,603.3955,135.9838,471.652,357.5011,308.2076,143.1023,453.9091,519.1872,499.5088,390.9471,0,373.4934,530.2441,165.918,443.066,42.7146,452.2197,224.2845,433.5524,514.0868,802.2331,338.1428
247.3851,411.5159,372.5098,599.2323,553.9592,664.2906,816.4204,547.3489,72.1796,270.2326,490.1923,682.6194,487.559,189.0981,502.6709,253.5731,486.2558,274.5234,516.3117,457.0624,510.3216,532.4096,508.1051,698.2958,546.7985,501.8667,599.1584,496.2006,707.934,523.8352,494.2637,375.2978,672.0851,458.3756,329.828,495.519,759.8398,493.0461,673.8254,555.5393,468.8453,778.9511,554.9806,399.7871,709.4086,187.7896,480.6551,463.5142,381.3926,513.9101,496.28,625.2004,539.4897,56.93,373.4934,0,202.178,126.0895,507.2022,349.9616,499.9305,331.0564,230.8768,311.4112,909.005,682.5852
404.1359,248.4252,527.7395,518.2113,702.6066,846.5698,900.2638,729.6281,243.7703,581.2368,327.1017,864.8986,395.4354,345.8488,684.9501,92.0555,323.1652,236.4434,353.2211,613.8132,347.231,369.319,345.0144,688.7354,383.7079,338.7761,436.0678,333.11,791.7774,680.586,331.173,532.0486,575.925,640.6548,166.7373,332.4284,942.119,554.8319,577.6654,737.8185,305.7547,961.2303,391.89,236.6965,613.2486,364.6043,317.5644,645.9337,481.5748,670.6608,333.1894,620.8029,376.3991,146.8583,530.2441,202.178,0,373.0184,343.3353,503.7134,336.0636,484.8082,156.8266,95.0643,991.8659,864.4077
165.3505,458.4592,287.5115,514.234,468.9609,579.2922,731.4221,462.3505,129.6188,148.3864,478.8301,597.621,402.5606,187.1173,417.6726,300.5164,477.3862,272.5427,493.8265,375.0278,479.2076,534.7211,468.8181,613.2975,527.8324,480.0526,496.3278,498.5121,622.9356,441.8006,475.5946,290.2995,587.0868,373.3773,376.7713,474.1312,674.8415,408.0477,588.8271,470.541,496.2479,693.9528,536.0145,446.7304,624.4103,68.4884,492.6667,378.5159,296.3942,276.2319,474.9239,540.202,520.5236,215.0377,165.918,126.0895,373.0184,0,465.4449,195.3045,474.5987,246.6635,277.4071,357.9415,824.6121,598.1923
307.2928,95.8191,192.5095,191.6572,401.1486,511.3398,573.7097,394.3981,423.404,494.0587,17.8362,529.6686,60.2054,263.0266,349.7201,264.6915,26.4901,160.6264,33.7733,459.2374,17.3288,74.6349,7.4202,362.1813,67.7792,19.0588,109.5137,38.4259,465.2233,558.4849,30.1826,292.311,249.3709,305.4248,178.0596,13.1374,606.889,219.6019,251.1113,402.5885,43.1712,626.0003,75.9613,206.5196,286.6945,396.4684,29.3133,310.7037,146.3448,583.4827,13.93,294.2488,60.4704,415.653,443.066,507.2022,343.3353,465.4449,0,420.4631,14.2233,247.317,271.2196,266.9363,666.6392,529.2268
123.0435,410.5116,241.7363,468.4588,423.1857,306.1973,685.6469,416.5754,273.5031,131.5373,433.0549,333.1947,356.7855,224.1195,240.2597,431.2114,431.6111,301.6231,448.0514,128.5725,433.4324,488.946,423.043,567.5224,482.0573,434.2775,450.5527,452.737,577.1605,241.7292,429.8195,161.3797,541.3116,327.6021,402.7889,428.3561,497.6759,362.2726,543.052,225.6452,450.4728,429.5265,490.2394,481.5288,578.6351,128.2902,446.8916,332.7408,283.4473,174.816,429.1487,494.4269,474.7484,366.1867,42.7146,349.9616,503.7134,195.3045,420.4631,0,428.3252,200.39,409.6579,490.1923,778.3387,315.5379
316.4465,88.5474,201.6632,189.9896,374.3848,520.4935,572.0421,403.5518,416.1323,503.2124,10.5645,538.8223,69.3591,250.7942,358.8738,257.4197,19.8481,170.3268,21.4206,468.3912,12.4586,67.3632,11.8831,360.5137,55.6379,7.0459,107.8461,31.1542,463.5556,567.6386,27.1326,301.4647,247.7033,314.5785,170.7878,6.853,616.0427,228.7556,249.4436,411.7423,35.8995,635.1541,63.82,199.2479,285.0268,405.6221,22.0416,319.8574,155.4985,592.6364,13.5212,292.5811,48.3291,408.3812,452.2197,499.9305,336.0636,474.5987,14.2233,428.3252,0,254.6828,263.9498,259.6665,664.3012,536.5926
88.5113,334.9817,68.5902,295.3128,250.0397,360.371,512.5009,243.4293,254.5979,275.2772,259.9089,378.6998,183.6394,119.3054,198.7513,412.3062,258.465,196.8091,274.9053,232.5263,260.2864,315.7999,249.8969,394.3763,308.9112,261.1314,277.4066,279.5909,404.0144,299.2991,256.6734,92.6364,368.1655,154.456,417.2222,255.21,455.9203,189.1265,369.9059,251.6198,277.3267,475.0316,317.0933,445.6822,405.4891,177.6869,273.7455,159.5947,87.7397,364.7012,256.0026,321.2808,301.6024,347.2815,224.2845,331.0564,484.8082,246.6635,247.317,200.39,254.6828,0,245.3435,471.9866,604.6742,378.2544
230.3551,175.5844,262.3946,445.3705,488.7074,581.2249,751.1686,464.2832,147.0786,484.545,254.2609,599.5537,213.3142,124.5039,419.6053,77.5672,250.3244,105.8792,280.3803,441.5532,274.3902,296.4782,272.1736,615.8946,310.8671,265.9353,363.227,260.2692,642.6821,508.326,258.3322,308.7025,503.0842,375.31,91.3212,259.5875,676.7742,355.6922,504.8246,472.4737,232.9139,695.8855,319.0492,163.8557,540.4077,267.9126,244.7236,398.2624,206.9917,573.9691,260.3486,547.962,303.5583,139.3275,433.5524,230.8768,156.8266,277.4071,271.2196,409.6579,263.9498,245.3435,0,141.9277,843.8498,599.7897
387.9785,171.3012,450.6154,441.0872,625.4825,769.4457,823.1397,652.504,227.613,565.0794,249.9776,787.7745,318.3113,329.6915,607.826,57.9658,246.0411,188.5848,276.097,597.6558,270.1069,292.1949,267.8904,611.6113,306.5838,261.652,358.9437,255.9859,714.6533,664.4286,254.0489,550.417,498.8009,563.5307,82.879,255.3043,864.9949,477.7078,500.5413,660.6945,228.6306,884.1063,314.7659,95.9979,536.1245,348.447,240.4404,568.8096,404.4507,654.5035,256.0653,543.6788,299.275,219.8619,514.0868,311.4112,95.0643,357.9415,266.9363,490.1923,259.6665,471.9866,141.9277,0,914.799,787.3407
666.4599,744.3497,560.678,493.2682,362.0233,360.0915,115.8183,351.1154,832.5466,853.2258,668.7598,349.4899,692.3445,718.0634,404.4661,913.2221,681.0703,720.1897,638.388,530.904,648.4354,723.3645,655.3472,312.1403,663.363,657.5075,572.0252,687.1555,201.9161,424.1613,688.3549,583.6202,476.2821,552.63,826.5902,671.0073,165.9991,500.0313,414.875,425.9249,691.7018,231.5699,689.4341,855.0502,476.9812,755.6355,677.8439,460.484,619.0063,942.6498,676.1206,412.4096,673.9431,925.2301,802.2331,909.005,991.8659,824.6121,666.6392,778.3387,664.3012,604.6742,843.8498,914.799,0,351.6665
353.1416,616.8915,359.3644,504.0323,330.3873,12.166,353.9307,187.5069,606.1268,442.734,541.8186,9.0413,465.5492,491.6436,190.618,785.7638,540.3748,493.3944,556.8151,181.6217,542.1961,597.7097,531.8067,474.7239,590.821,543.0412,559.3164,561.5007,484.362,74.879,538.5831,291.8776,578.8499,243.0318,699.1319,537.1198,181.3002,358.8618,507.2023,141.8881,559.2365,113.1507,599.0031,727.5919,569.3085,529.2158,555.6553,298.8902,392.211,391.2582,537.9124,401.6284,583.5121,698.8103,338.1428,682.5852,864.4077,598.1923,529.2268,315.5379,536.5926,378.2544,599.7897,787.3407,351.6665,0
